Class_Location,Class_Length,CheckStyle_Amount,PMD_Amount,SCAX_Amount,SpotBugs_Amount,Total_Amount
 shardingsphere-master\shardingsphere-master\shardingsphere-agent\shardingsphere-agent-core\src\main\java\org\apache\shardingsphere\agent\core\config\yaml\engine\YamlEngine.java,0,5,0,3,0,8
 shardingsphere-master\shardingsphere-master\shardingsphere-proxy\shardingsphere-proxy-backend\src\main\java\org\apache\shardingsphere\proxy\backend\text\admin\DatabaseAdminBackendHandlerFactory.java,0,22,0,21,0,43
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\dialect\statement\sqlserver\ddl\SQLServerAlterTriggerStatement.java,0,1,0,6,0,7
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-federation\shardingsphere-infra-federation-optimizer\src\main\java\org\apache\shardingsphere\infra\federation\optimizer\metadata\FederationDatabaseMetaData.java,0,14,1,4,0,19
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\dialect\statement\postgresql\ddl\PostgreSQLDropViewStatement.java,0,1,0,5,0,6
 shardingsphere-master\shardingsphere-master\shardingsphere-kernel\shardingsphere-transaction\shardingsphere-transaction-type\shardingsphere-transaction-xa\shardingsphere-transaction-xa-provider\shardingsphere-transaction-xa-narayana\src\main\java\org\apache\shardingsphere\transaction\xa\narayana\manager\NarayanaXATransactionManagerProvider.java,0,35,7,20,0,62
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\dialect\statement\mysql\dal\MySQLCacheIndexStatement.java,0,7,0,9,1,17
 shardingsphere-master\shardingsphere-master\shardingsphere-kernel\shardingsphere-transaction\shardingsphere-transaction-type\shardingsphere-transaction-xa\shardingsphere-transaction-xa-core\src\main\java\org\apache\shardingsphere\transaction\xa\manager\XATransactionManagerProviderLoader.java,0,10,0,6,0,16
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-binder\src\test\java\org\apache\shardingsphere\infra\binder\statement\dcl\RevokeStatementContextTest.java,0,9,0,15,0,24
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\common\statement\tcl\CommitStatement.java,3,1,1,3,0,5
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-common\src\main\java\org\apache\shardingsphere\infra\yaml\config\pojo\rulealtered\YamlOnRuleAlteredActionConfiguration.java,0,34,0,5,0,39
 shardingsphere-master\shardingsphere-master\shardingsphere-proxy\shardingsphere-proxy-backend\src\main\java\org\apache\shardingsphere\proxy\backend\text\distsql\DistSQLBackendHandlerFactory.java,0,13,0,17,0,30
 shardingsphere-master\shardingsphere-master\shardingsphere-mode\shardingsphere-mode-core\src\main\java\org\apache\shardingsphere\mode\metadata\persist\service\impl\GlobalRulePersistService.java,0,14,0,10,0,24
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\dialect\statement\sqlserver\ddl\SQLServerCreateIndexStatement.java,0,1,0,5,0,6
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\dialect\statement\opengauss\OpenGaussStatement.java,0,1,0,1,0,2
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-binder\src\test\java\org\apache\shardingsphere\infra\binder\segment\select\pagination\PaginationContextTest.java,0,95,0,42,0,137
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\common\statement\dal\UseStatement.java,5,3,1,3,0,7
 shardingsphere-master\shardingsphere-master\shardingsphere-features\shardingsphere-sharding\shardingsphere-sharding-distsql\shardingsphere-sharding-distsql-handler\src\test\java\org\apache\shardingsphere\sharding\distsql\query\UnusedShardingKeyGeneratorsQueryResultSetTest.java,0,16,0,15,0,31
 shardingsphere-master\shardingsphere-master\shardingsphere-proxy\shardingsphere-proxy-bootstrap\src\test\java\org\apache\shardingsphere\proxy\fixture\FixtureClusterPersistRepository.java,0,21,5,9,0,35
 shardingsphere-master\shardingsphere-master\shardingsphere-test\shardingsphere-parser-test\src\main\java\org\apache\shardingsphere\test\sql\parser\parameterized\asserts\statement\distsql\rdl\alter\impl\AlterShadowRuleStatementAssert.java,0,10,0,17,0,27
 shardingsphere-master\shardingsphere-master\shardingsphere-test\shardingsphere-parser-test\src\main\java\org\apache\shardingsphere\test\sql\parser\parameterized\jaxb\cases\domain\segment\impl\projection\impl\expression\ExpectedExpressionProjection.java,0,6,0,7,0,13
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-common\src\test\java\org\apache\shardingsphere\infra\metadata\schema\QualifiedSchemaTest.java,0,4,0,2,0,6
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-binder\src\test\java\org\apache\shardingsphere\infra\binder\segment\select\pagination\engine\LimitPaginationContextEngineTest.java,0,26,0,13,0,39
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-common\src\main\java\org\apache\shardingsphere\infra\config\function\DistributedRuleConfiguration.java,0,1,0,1,0,2
 shardingsphere-master\shardingsphere-master\shardingsphere-kernel\shardingsphere-authority\shardingsphere-authority-core\src\main\java\org\apache\shardingsphere\authority\rule\builder\DefaultUser.java,0,7,0,1,0,8
 shardingsphere-master\shardingsphere-master\shardingsphere-features\shardingsphere-db-discovery\shardingsphere-db-discovery-distsql\shardingsphere-db-discovery-distsql-statement\src\main\java\org\apache\shardingsphere\dbdiscovery\distsql\parser\statement\ShowDatabaseDiscoveryTypesStatement.java,0,3,0,4,0,7
 shardingsphere-master\shardingsphere-master\shardingsphere-features\shardingsphere-sharding\shardingsphere-sharding-distsql\shardingsphere-sharding-distsql-statement\src\main\java\org\apache\shardingsphere\scaling\distsql\statement\segment\ShardingScalingRuleConfigurationSegment.java,0,5,0,1,0,6
 shardingsphere-master\shardingsphere-master\shardingsphere-features\shardingsphere-encrypt\shardingsphere-encrypt-core\src\main\java\org\apache\shardingsphere\encrypt\rewrite\token\generator\AssistQueryAndPlainInsertColumnsTokenGenerator.java,0,16,1,15,0,32
 shardingsphere-master\shardingsphere-master\shardingsphere-kernel\shardingsphere-transaction\shardingsphere-transaction-type\shardingsphere-transaction-base\shardingsphere-transaction-base-seata-at\src\main\java\org\apache\shardingsphere\transaction\base\seata\at\SeataATShardingSphereTransactionManager.java,0,35,0,16,0,51
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-common\src\main\java\org\apache\shardingsphere\infra\distsql\update\RuleDefinitionUpdater.java,0,6,0,3,0,9
 shardingsphere-master\shardingsphere-master\shardingsphere-test\shardingsphere-integration-test\shardingsphere-integration-test-suite\src\test\java\org\apache\shardingsphere\test\integration\cases\dataset\metadata\DataSetMetaData.java,0,8,0,1,0,9
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-binder\src\main\java\org\apache\shardingsphere\infra\binder\statement\dcl\GrantStatementContext.java,0,7,0,6,0,13
 shardingsphere-master\shardingsphere-master\examples\shardingsphere-jdbc-example\single-feature-example\transaction-example\transaction-2pc-xa-bitronix-raw-jdbc-example\src\main\java\org\apache\shardingsphere\example\transaction\xa\bitronix\raw\jdbc\OrderServiceImpl.java,0,23,8,12,0,43
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-common\src\main\java\org\apache\shardingsphere\infra\database\DefaultSchema.java,0,3,0,1,0,4
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-binder\src\test\java\org\apache\shardingsphere\infra\binder\segment\select\projection\impl\ShorthandProjectionTest.java,0,12,0,5,0,17
 shardingsphere-master\shardingsphere-master\shardingsphere-jdbc\shardingsphere-jdbc-core\src\test\java\org\apache\shardingsphere\driver\executor\batch\BatchExecutionUnitTest.java,0,18,0,8,0,26
 shardingsphere-master\shardingsphere-master\examples\example-core\example-raw-jdbc\src\main\java\org\apache\shardingsphere\example\core\jdbc\repository\UserRepositoryImpl.java,0,18,0,6,0,24
 shardingsphere-master\shardingsphere-master\shardingsphere-test\shardingsphere-integration-test\shardingsphere-integration-test-suite\src\test\java\org\apache\shardingsphere\test\integration\framework\container\atomic\adapter\AdapterContainer.java,0,2,0,3,0,5
