Class_Location,Class_Length,CheckStyle_Amount,PMD_Amount,SCAX_Amount,SpotBugs_Amount,Total_Amount
rocketmq-develop\rocketmq-develop\common\src\test\java\org\apache\rocketmq\common\utils\IOTinyUtilsTest.java,132,25,9,7,0,41
rocketmq-develop\rocketmq-develop\logging\src\test\java\org\apache\rocketmq\logging\inner\LoggerRepositoryTest.java,25,2,1,2,0,5
rocketmq-develop\rocketmq-develop\tools\src\test\java\org\apache\rocketmq\tools\command\topic\UpdateOrderConfCommandTest.java,14,6,0,5,0,11
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\trace\AsyncTraceDispatcher.java,375,150,13,37,0,200
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\consumer\rebalance\AllocateMessageQueueByConfig.java,23,15,0,3,0,18
rocketmq-develop\rocketmq-develop\tools\src\main\java\org\apache\rocketmq\tools\command\export\ExportMetadataCommand.java,0,39,0,27,0,66
rocketmq-develop\rocketmq-develop\test\src\test\java\org\apache\rocketmq\test\client\producer\oneway\OneWaySendWithMQIT.java,47,16,2,5,0,23
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\producer\RequestFutureHolder.java,71,29,5,13,0,47
rocketmq-develop\rocketmq-develop\remoting\src\test\java\org\apache\rocketmq\remoting\netty\NettyServerConfigTest.java,12,4,0,3,0,7
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\hook\SendMessageContext.java,120,89,0,1,0,90
rocketmq-develop\rocketmq-develop\tools\src\test\java\org\apache\rocketmq\tools\command\message\ConsumeMessageCommandTest.java,134,39,24,28,0,91
rocketmq-develop\rocketmq-develop\broker\src\main\java\org\apache\rocketmq\broker\processor\AbstractSendMessageProcessor.java,347,98,12,56,0,166
rocketmq-develop\rocketmq-develop\remoting\src\main\java\org\apache\rocketmq\remoting\common\TlsMode.java,0,13,0,5,0,18
rocketmq-develop\rocketmq-develop\store\src\test\java\org\apache\rocketmq\store\FlushDiskWatcherTest.java,59,9,1,3,0,13
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\impl\MQClientAPIImpl.java,2133,742,27,490,0,1259
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\trace\hook\SendMessageOpenTracingHookImpl.java,59,16,0,8,0,24
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\message\MessageAccessor.java,79,36,1,10,0,47
rocketmq-develop\rocketmq-develop\tools\src\main\java\org\apache\rocketmq\tools\command\topic\UpdateTopicSubCommand.java,159,30,0,23,0,53
rocketmq-develop\rocketmq-develop\remoting\src\main\java\org\apache\rocketmq\remoting\annotation\CFNotNull.java,0,2,0,2,0,4
rocketmq-develop\rocketmq-develop\tools\src\main\java\org\apache\rocketmq\tools\command\consumer\StartMonitoringSubCommand.java,31,12,2,4,0,18
rocketmq-develop\rocketmq-develop\example\src\main\java\org\apache\rocketmq\example\openmessaging\SimplePullConsumer.java,51,7,1,5,0,13
